no.,crash_year,crash_month,crash_date,crash_hour,crash_minute,crash_area,crash_country,operator,flight,crash_route_start,crash_route_mid,crash_route_end,type,registration,fuselage_number,aboard,fatalities,ground,summary,crash_reason,survived,crash_survivor,crash_opr_type,lon,lat,
122,1927,9,17,2,0,Hadley,USA,Reynolds Airways,NA,Sightseeing,NA,NA,Fokker F-VII,NC776,4840,25,220,0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.,technical_failure,0,dead,Civilian,-72.5884222,42.3417565,
123,1927,9,22,2,0,Saale,Germany,Deutsche Lufthansa,NA,NA,NA,NA,BFW M-18,D1177,30,176,103,0,Engine failure.,technical_failure,73,alive,Civilian,11.802575,51.1764038,
124,1927,9,23,13,0,Schleiz,Germany,Deutsche Lufthansa,NA,Berlin , Munich,NA,Dornier Merkur,D585,NA,200,205,0,Broken wing strut.,miscellaneous,0,dead,Civilian,11.8090005,50.5761665,
125,1927,10,6,2,0,Thies,Mauritania,Lignes Aeriennes Latecoere,NA,NA,NA,NA,Breguet 14,FAGBN,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,-16.9358604,14.7910052,
126,1927,10,30,2,0,New Brunswick,USA,Colonial Air Transport,NA,NA,NA,NA,Fairchild FC-2,NA,NA,176,169,0,Went into a tailspin and crashed into a corn field,miscellaneous,7,alive,Civilian,-66.4619164,46.5653163,
127,1927,11,16,2,0,Strasburg,France,CIDNA,NA,NA,NA,NA,Farman F-121 Jabiru,NA,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,-76.1841226,39.9831559,
128,1927,11,16,2,0,Over the Gulf of Finland,Finland,Aero O-Y,NA,NA,NA,NA,Junkers F-13,KSALD,798,200,205,0,NA,miscellaneous,0,dead,Civilian,26.2623374,59.9124514,
129,1927,11,29,2,0,Corunna,USA,National Air Transport,NA,NA,NA,NA,Douglas M-4,NA,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,-84.117745,42.9819728,
130,1927,12,26,2,0,Almeria,Spain,Aeropostale,NA,NA,NA,NA,Breguet 14,NA,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,-2.4637136,36.834047,
131,1927,12,28,2,0,Abuerio,Spain,Aeropostale,NA,NA,NA,NA,Breguet 14,FAFGS,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,NA,NA,
132,1927,12,31,2,0,France,France,Latecoere Airlines,NA,NA,NA,NA,Latécoère 23,NA,NA,176,169,0,NA,miscellaneous,7,alive,Civilian,2.213749,46.227638,
133,1928,1,8,2,0,Near Canajoharie,USA,Colonial Western Airlines,NA,Minola , Albany , Buffalo,Fairchild FC-2,NA,39,149,147,0,Became lost in dense fog and flew into the ground in the Mohawk Valley while proceeding to Buffalo..,miscellaneous,2,alive,Civilian,-74.5718073,42.9056288,
134,1928,1,16,2,0,Solis,Uruguay,Aeropostale,NA,NA,NA,NA,Latecoere 25,NA,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,-71.827132,41.362259,
135,1928,1,22,2,0,Tarragona,Spain,Aeropostale,NA,NA,NA,NA,Breguet 14,FAHEQ,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,1.2444909,41.1188827,
136,1928,1,22,2,0,France,France,Aeropostale,NA,NA,NA,NA,Breguet 14,NA,NA,102,3,0,NA,miscellaneous,99,alive,Civilian,2.213749,46.227638,
137,1928,1,27,2,0,Almeria,Spain,Aeropostale,NA,NA,NA,NA,Breguet 14,FAEEH,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,-2.4637136,36.834047,
138,1928,2,26,2,0,Marquette,USA,Boeing Air Transport,NA,NA,NA,NA,Boeing 40,NC280,NA,102,3,0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.,technical_failure,99,alive,Civilian,-87.3953713,46.5436199,
139,1928,3,3,2,0,Rio de Janeiro,Brazil,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,NA,miscellaneous,0,dead,Civilian,-43.1728965,-22.9068467,
140,1928,3,11,2,0,Off Cape Griz Nez,France,Air Union,NA,NA,NA,NA,Farman F-60 Goliath,FAEFC,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,1.5829231,50.8710257,
141,1928,4,17,2,0,Federal,USA,Boeing Air Transport,NA,NA,NA,NA,Boeing 40,NA,NA,102,3,0,NA,miscellaneous,99,alive,Civilian,-95.6590369,37.0346823,
142,1928,4,19,2,0,Minuesa,Spain,Iberia Airlines,NA,NA,NA,NA,Rohrbach Roland,MCCCC,NA,234,248,0,Crashed in fog.,miscellaneous,0,dead,Civilian,-73.9560269,40.7640831,
143,1928,5,7,2,0,NA,NA,Aeropostale,NA,NA,NA,NA,Latecoere 26,FAIMQ,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,-48.5187229,-27.5986393,
144,1928,5,12,2,0,Dearborn,USA,Ford Air Freight Inc.,NA,NA,NA,NA,Ford 4,NC1492,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,-83.1763145,42.3222599,
145,1928,5,26,2,0,Radevormwald,Germany,Deutsche Lufthansa,NA,NA,NA,NA,Junkers F-13,D583,742,187,147,0,Pilot error.,miscellaneous,40,alive,Civilian,7.3590901,51.2015995,
146,1928,6,14,2,0,Frankfurt,Germany,Deutsche Lufthansa,NA,NA,NA,NA,AEGK,D74,439,187,188,0,NA,miscellaneous,0,dead,Civilian,8.6821267,50.1109221,
147,1928,6,22,2,0,Lebo,USA,National Air Transport,NA,Chicago , Dallas,NA,Douglas M-4,NA,NA,2,3,0,The mail plane flew into tornado like winds and crashed to the ground.,miscellaneous,0,dead,Civilian,-95.8530441,38.4166818,
148,1928,7,10,2,0,Over the Gulf of Finland,Finland,Aero O-Y,NA,NA,NA,NA,Junkers F-13,KSALB,760,200,205,0,NA,miscellaneous,0,dead,Civilian,26.2623374,59.9124514,
149,1928,7,13,2,0,Purley,England,Imperial Airways,NA,Testing,NA,NA,Vickers 74 Vulcan,GEBLB,9,176,169,0,Crashed to the ground shortly after taking off killing two men and two women.,miscellaneous,7,alive,Civilian,-0.119711,51.339228,
150,1928,7,24,2,0,Waalhaven harbor,Netherlands,KLM Royal Dutch Airlines,NA,NA,NA,NA,Fokker (KLM) F.III,HNABR,1533 (KLM-1),2,3,0,The plane crashed into the Waalhaven harbor.,miscellaneous,0,dead,Civilian,4.4417949,51.8891876,
151,1928,8,25,2,0,Near Port Townsend,Canada,British Columbia Airways,NA,Victoria , Seattle,NA,Ford 4-AT-B Tri Motor,GCATX,4-AT-26,212,220,0,Crashed into Puget Sound in dense fog.  Considered the first Canadian air disaster.,miscellaneous,0,dead,Civilian,-122.7604471,48.1170387,
152,1928,9,2,2,0,Toul,France,CIDNA,NA,NA,NA,NA,Bleriot Spad 56,NA,NA,149,147,0,NA,miscellaneous,2,alive,Civilian,5.890159,48.678296,
153,1928,9,4,2,0,Adelaide Hills,Australia,Qantas,NA,NA,NA,NA,de Havilland DH.50J,GAUHI,NA,102,3,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft crashed and caught fire.",miscellaneous,99,alive,Civilian,138.8397403,-34.9062557,
154,1928,9,4,2,0,Pocatello,USA,National Parks Airways,NA,NA,NA,NA,Fokker Super Universal,NC7242,809,212,220,0,NA,miscellaneous,0,dead,Civilian,-112.4506191,42.8621042,
155,1928,9,6,2,0,Heroldbach,Germany,Deutsche Lufthansa,NA,NA,NA,NA,Fokker FG III,D180,1531,149,147,0,Engine failure.,technical_failure,2,alive,Civilian,11.0048276,49.6908242,
156,1928,10,4,2,0,Gerona,Spain,Aeropostale,NA,NA,NA,NA,Breguet 14,NA,NA,149,147,0,NA,miscellaneous,2,alive,Civilian,2.8214264,41.9794005,
157,1928,10,18,2,0,Polk,USA,National Air Transport,NA,NA,NA,NA,Douglas M-4,NA,NA,2,3,0,The mail plane crashed and burned during the night.,miscellaneous,0,dead,Civilian,-81.6911559,27.8617347,
158,1928,10,31,2,0,Valence,France,Air Union,NA,NA,NA,NA,Bleriot Spad 56,FAIMN,NA,102,3,0,NA,miscellaneous,99,alive,Civilian,-97.3880416,37.6408051,
159,1928,11,15,2,0,Off Gibraltar,NA,Aeropostale,NA,NA,NA,NA,Latecoere 32,FAISN,NA,102,3,0,NA,miscellaneous,99,alive,Civilian,-5.353585,36.140751,
160,1928,11,24,2,0,Edgerton,USA,Universal Airlines,NA,Cleveland , Chicago,NA,Hamilton H-47,NA,46,149,147,0,The mail plane crashed in a heavy snow storm.,miscellaneous,2,alive,Civilian,-89.0676125,42.8352835,
161,1928,11,25,2,0,Bristolville,USA,National Air Transport,NA,NA,NA,NA,Douglas M-4,NA,NA,2,3,0,The mail plane crashed in a snow storm.,miscellaneous,0,dead,Civilian,-80.8691273,41.3873741,
162,1928,11,25,2,0,Edgerton,USA,Continental Air Lines,NA,Cleveland , Louisville,NA,Travel Air 4000,NA,NA,149,147,0,The mail plane crashed in a heavy snow storm,miscellaneous,2,alive,Civilian,-89.0676125,42.8352835,
163,1928,12,1,13,0,Spur,USA,Sunbeam Air Transport Co.,NA,San Antonio , Amarillo , Tulsa ,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,187,188,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed.,miscellaneous,0,dead,Civilian,-95.3879648,36.6861077,
164,1928,12,3,37,0,Brazil,Brazil,Syndicato Condor,NA,NA,NA,NA,Dornier Wal,PBACA,63,45,52,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastilimits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.",technical_failure,0,dead,Civilian,-51.92528,-14.235004,
165,1928,12,4,2,0,Rio de Janeiro,Brazil,NA,NA,NA,NA,NA,Junkers G24,NA,NA,200,205,0,The aircraft's wingtip struck the water and crashed into Rio de Janeiro Bay.,miscellaneous,0,dead,Civilian,-43.1728965,-22.9068467,
166,1928,12,11,2,0,Letzlingen,Germany,Deutsche Lufthansa,NA,NA,NA,NA,Junkers G-31,D1473,3005,176,147,0,Weather related.,natural_cause,29,alive,Civilian,11.4862361,52.4465493,
167,1928,12,20,2,0,Huron,USA,National Air Transport,NA,Cleveland , Chicago,NA,Douglas M-4,NA,NA,2,3,0,The mail plane crashed into an apple tree during a snow storm.,miscellaneous,0,dead,Civilian,-84.313633,46.512942,
168,1928,12,23,2,0,Chattanooga,USA,Interstate Airlines,NA,NA,NA,NA,Fairchild FC-2,NA,NA,176,169,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up enough.,technical_failure,7,alive,Civilian,-85.3096801,35.0456297,
169,1928,12,31,2,0,Reims,France,CIDNA,NA,NA,NA,NA,Blériot Spad 66,FAEHX,40,149,103,0,Crashed into high ground in fog.,miscellaneous,46,alive,Civilian,4.031696,49.258329,
170,1929,1,5,2,0,Stafford Springs,USA,Colonial Air Transport,NA,NA,NA,NA,Fairchild FC-2,NA,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,-72.3162523,41.984407,
171,1929,1,18,2,0,Cove,USA,Varney Air Lines,NA,NA,NA,NA,Stearman C-38,NA,NA,2,3,0,While attempting to make an emergency landing on the Minam river the plane hit a bolder,technical_failure,0,dead,Civilian,-95.7166202,37.1964692,
172,1929,1,25,2,0,Near Corfu,Greece,Aeroespresso,NA,NA,NA,NA,CMASA Wal,IAZDA,53,234,103,0,NA,miscellaneous,131,alive,Civilian,19.9216777,39.6242621,
173,1929,1,31,2,0,Morgantown,USA,Skyline Transportation Company,NA,NA,NA,NA,Travel Air 4000,NA,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,-79.9558968,39.629526,
174,1929,1,31,2,0,Off Morocco,Morocco,Aeropostale,NA,NA,NA,NA,Latecoere 26,NA,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,-7.09262,31.791702,
175,1929,3,17,2,0,Newark,USA,Colonial Western Airlines,NA,Sightseeing,NA,NA,Ford 5-AT-B Tri Motor,NC7683,4-AT-41,56,52,0,The plane was making the last of a number of sightseeing flights when one of it's three engines failed. The Plane went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure.,technical_failure,4,alive,Civilian,-74.1723667,40.735657,
176,1929,3,30,38,18,Near Beaumont,USA,New Standard Airlines,NA,Los Angeles , Phoenix , El Paso,Fokker F-VIIA,NC7888,617,176,169,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred.",mountain_crash,7,alive,Civilian,-94.1265562,30.080174,
177,1929,4,21,2,0,San Diego,USA,Maddux Airlines / Military - U.S.Army Air Force,NA,San Diego , Phoenix,NA,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636  28037,4-AT-010,200,205,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent.",technical_failure,0,dead,Military,-117.1610838,32.715738,
178,1929,5,18,2,0,Hungary,Hungary,MALERT,NA,NA,NA,NA,Fokker F-III,HMABC,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,19.5033041,47.162494,
179,1929,5,22,2,0,Algiers,Algeria,Aeropostale,NA,NA,NA,NA,Cams 53,FAISX,NA,187,169,0,NA,miscellaneous,18,alive,Civilian,3.0587561,36.753768,
180,1929,6,10,2,0,Santiago de Cuba,Cuba,Pan American Airways,NA,Santiago de Cuba , Havana,NA,Fokker F-X,NC9700,NA,187,103,0,Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed.,miscellaneous,84,alive,Civilian,-75.8301537,20.01693,
181,1929,6,14,2,0,Barcelona,Spain,Aeropostale,NA,NA,NA,NA,Breguet 14,FAFEJ,NA,102,3,0,NA,miscellaneous,99,alive,Civilian,2.150898446,41.380506,
182,1929,6,17,2,0,Off Dungeness,England,Imperial Airways,NA,NA,NA,NA,Handley Page W-10,GEBMT,W10/4,36,220,0,The plane was over the English Channel when an engine failed. The pilot tried to return to the airport but the plane ditched into the English Channel. The plane was named 'City of Ottawa.',technical_failure,0,dead,Civilian,-123.1232335,48.1467596,
183,1929,6,24,2,0,St. Paul,USA,Northwest Orient Airlines,NA,St. Paul , Minneapolis,NA,Ford 5-AT-B Tri-Motor,NC7416,5-AT-002,223,3,0,Crashed near Indian Mounds park shortly after taking off. Triple engine failure.,miscellaneous,220,alive,Civilian,-93.0899578,44.9537029,
184,1929,6,29,2,0,Lake Constance,Switzerland,Aero Lloyd,NA,NA,NA,NA,Domier Delphin III,D1620,151,187,188,0,The aircraft crashed into lake Constance while attempting to landing.,technical_failure,0,dead,Civilian,9.3892445,47.6363377,
185,1929,6,29,2,0,Columbus,USA,Continental Air Lines,NA,NA,NA,NA,Travel Air 4000,NA,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,-82.9987942,39.9611755,
186,1929,8,11,2,0,Clovis,USA,Middle States Airlines,NA,NA,NA,NA,Lockheed Vega,NC870E,NA,176,169,0,NA,miscellaneous,7,alive,Civilian,-103.2052272,34.4047987,
187,1929,8,13,2,0,Perpignan,France,Aeropostale,NA,NA,NA,NA,Breguet 14,NA,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,2.8948332,42.6886591,
188,1929,8,24,2,0,Sochi,Russia,Ukvozduchput,NA,NA,NA,NA,Kalinin K-4,CCCP217,NA,2,3,0,NA,miscellaneous,0,dead,Civilian,39.7341543,43.6028079,
189,1929,8,24,2,0,Elm,Germany,Deutsche Lufthansa,NA,NA,NA,NA,Fokker FG II,D757,1571,187,169,0,Weather related.,natural_cause,18,alive,Civilian,-88.0829851,43.0471024,
190,1929,9,2,2,0,Needles,USA,Associated Aviators,NA,NA,NA,NA,Lockheed Vega,NR859E,NA,102,3,0,The plane crashed after going into a tail spin. The mechaniwas able to parachute to safety.,miscellaneous,99,alive,Civilian,-114.6141315,34.8480597,
191,1929,9,3,40,1,Mt. Taylor,USA,Trans Continental Air Transport,NA,Albuquerque , Los Angeles,NA,Ford 5-AT-B Tri Motor,NC9649,5-AT-002,223,235,0,Crashed in a thunderstorm after being struck by lightning. The plane was named 'The City of San Francisco.',miscellaneous,0,dead,Civilian,-107.6081575,35.2386491,
192,1929,9,6,2,0,Jask,Iran,Imperial Airways,NA,"London, England ", India,NA,de Havilland DH-66 Hercules,GEBMZ,239,187,147,0,The mail plane caught fire after crash landing.,technical_failure,40,alive,Civilian,57.7856677,25.6577006,
193,1929,9,17,2,0,Off Larache,Morocco,Aeropostale,NA,NA,NA,NA,Latecoere 25-3-R,FAIUJ,704,187,188,0,Crashed into the Mediterranean.,miscellaneous,0,dead,Civilian,-6.1473964,35.1744271,
194,1929,9,17,2,0,Jacumba,USA,Pickwick Airways,NA,Tijuana , Nogales,NA,Fairchild 71,NA,NA,102,3,0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.,technical_failure,99,alive,Civilian,-116.1874241,32.61768,
195,1929,9,17,2,0,Mt Lamentation,USA,Colonial Air Transport,NA,NA,NA,NA,Pitcairn PA-6 Mailwing,NA,NA,2,3,0,The mail plane crashed into Mt. Lamentation and burst into flames.,miscellaneous,0,dead,Civilian,-72.7567636,41.5806542,
196,1929,10,26,2,0,Off Spezia,Italy,Imperial Airways,NA,NA,NA,NA,Short Calcutta,GAADN,5748,212,220,0,The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named 'City of Rome.',miscellaneous,0,dead,Civilian,9.8240826,44.1024504,
197,1929,10,29,2,0,Mount Vernon,USA,Continental Air Lines,NA,Cleveland , Louisville,NA,Stearman C-38,NA,NA,2,3,0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon.,miscellaneous,0,dead,Civilian,-77.0861753,38.707982,
198,1929,10,31,2,0,Off Bremerton,USA,Bremerton-Seattle Air Taxi / Gorst Air Lines,NA,Bremerton,NA,NA,Loening C-2C,NA,NA,102,103,0,The air taxi crashed into Puget Sound as it attempted to take off.,miscellaneous,0,dead,Civilian,-122.6269768,47.5650067,
199,1929,11,4,36,0,Cerro del Carbon,Mexico,Corp. Aeronautica de Transportes,NA,Mexico City , Juarez,NA,Lockheed Vega 5,NC46M,97,176,169,0,The mail plane crashed in dense fog.,miscellaneous,7,alive,Civilian,-97.2878798,20.403852,
200,1929,11,6,2,0,Near Godstone,United Kingdom,Deutsche Lufthansa,NA,Amsterdam , Croyden,NA,Junkers G-24,D903,911,223,220,0,Crashed in heavy rain and fog while attempting to land.,miscellaneous,3,alive,Civilian,-0.067578,51.247571,
201,1929,11,15,2,0,Off Corsica,France,Air Union,NA,NA,NA,NA,Liore et Olivier 190,FAIGB,1,149,147,0,Crashed into the Mediterranean in fog.,miscellaneous,2,alive,Civilian,9.0128926,42.0396042,
202,1929,11,30,2,0,Vancouver,USA,Varney Air Lines,NA,NA,NA,NA,Stearman M-2 Speedmail,NA,NA,2,3,0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.,miscellaneous,0,dead,Civilian,-123.1207375,49.2827291,
203,1929,12,2,2,0,Chagrin Falls,USA,National Air Transport,NA,NA,NA,NA,Douglas M-3,NA,NA,2,3,0,The mail plane crashed en route during a storm.,miscellaneous,0,dead,Civilian,-81.3910999,41.4298516,
204,1929,12,14,2,0,Mediterranean Sea,Mediterranean Sea,Aeropostale,NA,NA,NA,NA,Bernard 192,FAJDA,NA,149,147,0,NA,miscellaneous,2,alive,Civilian,18.0480105,34.5531284,
205,1929,12,19,2,0,Near Berlin,Germany,Deutsche Lufthansa,NA,NA,NA,NA,Arado V1,D1594,NA,149,103,0,Forced landing 40 miles from Berlin.,technical_failure,46,alive,Civilian,13.404954,52.5200066,
206,1929,12,30,2,0,Amarillo,USA,Trans Continental Air Transport,NA,NA,NA,NA,Travel Air B6000,NA,NA,187,188,0,Crashed on approach onto a golf course.,miscellaneous,0,dead,Civilian,-101.8312969,35.2219971,
207,1930,1,10,2,0,Brawnson,USA,Boeing Air Transport,NA,NA,NA,NA,Boeing 95,NC184E,NA,2,3,0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.,technical_failure,0,dead,Civilian,-110.9501094,32.2318851,
208,1930,1,13,2,0,Antananarivo,Madagascar,Air Orient,NA,NA,NA,NA,Farman 190,FAJJK,NA,149,147,0,NA,miscellaneous,2,alive,Civilian,47.5079055,-18.8791902,
209,1930,1,19,23,23,Oceanside,USA,Maddux Airlines,7,"Aqua Caliente, Mexico ", Los Angeles,NA,Ford 5-AT-C Tri Motor,NC9689,5-AT-046,66,74,0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control.",natural_cause,0,dead,Civilian,-117.3794834,33.1958696,
210,1930,1,25,2,0,Off Ceuta,Spain,Aeropostale,NA,NA,NA,NA,Latecoere 25,FAJCL,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,-5.3213455,35.8893874,
211,1930,1,27,22,30,Kansas City,USA,Central  Airlines,NA,Wichita ," Kansas City, KS",NA,Travel Air A6000A,NA,963,187,188,0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked.",miscellaneous,0,dead,Civilian,-94.5785667,39.0997265,
212,1930,2,3,2,0,Hartford,USA,Colonial Air Transport,NA,"Newark, NJ "," Hartford, CT",NA,Pitcairn PA-6 Mailwing,NA,NA,2,3,0,While attempting to land the plane struck a building and fell into the Connecticut river.,miscellaneous,0,dead,Civilian,-72.6733723,41.7658043,
213,1930,2,10,2,0,Marden,England,Air Union,NA,NA,NA,NA,Farman F-63,FFHMY,NA,102,103,0,NA,miscellaneous,0,dead,Civilian,-80.3074817,43.5810549,
214,1930,4,18,40,17,Jersey City,USA,Canadian Colonial Airways,NA,"Albany, NY "," Jersey City, NJ",NA,Fairchild 71,NA,634,176,169,0,Crashed into power lines 150 feet above the ground in fog.,miscellaneous,7,alive,Civilian,-74.0431435,40.7177545,
215,1930,5,10,2,0,Buenos Aires,Argentina,Aeropostale,NA,NA,NA,NA,Latecoere 28,FAJPD,NA,176,147,0,NA,miscellaneous,29,alive,Civilian,-58.3815591,-34.6036844,
216,1930,6,5,2,0,Boston,USA,Colonial Air Transport,NA,NA,NA,NA,Ford Tri-Motor 5,NC9675,5-AT-033,56,3,0,Crashed into Boston Harbor after loosing the right  engine on takeoff.,technical_failure,53,alive,Civilian,-71.0588801,42.3600825,
217,1930,7,7,2,0,Bornholm,Denmark,Deutsche Lufthansa,NA,Stettin , Norway,NA,Dornier Wal,D864,44,223,188,0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave.",miscellaneous,35,alive,Civilian,14.8668836,55.160428,
